M,T,W,TR,F
5.77,5.74,5.79,5.71,5.71
5.77,5.74,5.71,5.71,5.74
5.77,5.74,5.74,5.79,5.71
5.79,5.74,5.74,5.68,5.77
5.74,5.71,5.74,5.77,5.74
5.77,5.77,5.79,5.74,5.77
5.79,5.77,5.77,5.77,5.74
5.77,5.74,5.71,5.77,5.71
5.79,5.74,5.77,5.71,5.74
5.77,5.79,5.74,5.71,5.74
5.79,5.77,5.74,5.74,5.77
5.77,5.77,5.71,5.71,5.71
5.74,5.77,5.71,5.74,5.79
5.77,5.74,5.77,5.74,5.74
5.77,5.77,5.71,5.74,5.71
5.74,5.74,5.77,5.74,5.74
5.77,5.77,5.77,5.74,5.71
5.77,5.71,5.77,5.71,5.71
5.74,5.77,5.77,5.77,5.77
5.79,5.74,5.77,5.74,5.74
5.77,5.77,5.77,5.77,5.74
5.77,5.79,5.71,5.71,5.68
5.79,5.77,5.74,5.74,5.77
5.79,5.74,5.74,5.77,5.79
5.77,5.79,5.77,5.74,5.79
5.77,5.71,5.74,5.74,5.74
5.79,5.79,5.74,5.77,5.74
5.77,5.74,5.74,5.77,5.74
5.77,5.74,5.74,5.77,5.74
5.79,5.79,5.74,5.74,5.77
5.79,5.77,5.77,5.77,5.77
5.77,5.74,5.71,5.74,5.77
5.79,5.74,5.77,5.74,5.77
5.79,5.74,5.71,5.77,5.77
5.77,5.77,5.77,5.74,5.77
5.77,5.71,5.74,5.74,5.77
5.82,5.77,5.77,5.77,5.74
5.79,5.71,5.74,5.74,5.74
5.77,5.74,5.77,5.77,5.77
5.79,5.77,5.74,5.77,5.74
5.77,5.77,5.77,5.74,5.77
5.79,5.77,5.77,5.77,5.77
5.77,5.77,5.74,5.74,5.74
5.79,5.77,5.74,5.74,5.74
5.77,5.74,5.71,5.77,5.74
5.79,5.77,5.74,5.77,5.71
5.79,5.77,5.74,5.77,5.71
5.79,5.74,5.77,5.71,5.74
5.79,5.71,5.77,5.71,5.74
5.77,5.77,5.77,5.77,5.74
5.82,5.71,5.79,5.77,5.74
5.79,5.77,5.74,5.71,5.77
5.79,5.71,5.74,5.74,5.74
5.82,5.74,5.74,5.77,5.77
5.82,5.77,5.77,5.77,5.71
5.82,5.77,5.77,5.74,5.74
5.79,5.74,5.74,5.74,5.77
5.79,5.77,5.74,5.74,5.77
5.79,5.74,5.77,5.74,5.71
5.82,5.77,5.74,5.77,5.77
5.79,5.79,5.71,5.74,5.71
5.77,5.74,5.74,5.77,5.71
5.79,5.77,5.71,5.74,5.71
5.79,5.74,5.74,5.71,5.74
5.79,5.74,5.77,5.79,5.71
5.79,5.77,5.77,5.71,5.71
5.82,5.77,5.77,5.71,5.77
5.79,5.74,5.77,5.79,5.74
5.77,5.77,5.77,5.77,5.77
5.79,5.77,5.74,5.74,5.77
5.79,5.74,5.74,5.74,5.77
5.82,5.74,5.74,5.68,5.79
5.79,5.74,5.74,5.71,5.74
5.79,5.74,5.74,5.79,5.77
5.79,5.71,5.71,5.71,5.77
5.77,5.71,5.74,5.71,5.74
5.82,5.74,5.79,5.71,5.71
5.82,5.77,5.77,5.74,5.74
5.77,5.77,5.74,5.74,5.74
5.82,5.71,5.74,5.77,5.77
5.82,5.74,5.77,5.71,5.77
5.79,5.77,5.74,5.74,5.74
5.79,5.77,5.77,5.71,5.77
5.79,5.74,5.74,5.77,5.71
5.79,5.71,5.77,5.79,5.77
5.79,5.74,5.74,5.74,5.74
5.82,5.74,5.71,5.74,5.74
5.82,5.71,5.74,5.74,5.74
5.82,5.74,5.79,5.68,5.74
5.79,5.77,5.74,5.77,5.79
5.79,5.71,5.74,5.74,5.71
5.74,5.77,5.77,5.77,5.74
5.74,5.77,5.74,5.74,5.77
5.74,5.77,5.71,5.74,5.77
5.71,5.77,5.77,5.74,5.71
5.77,5.74,5.77,5.68,5.79
5.77,5.71,5.74,5.71,5.74
5.74,5.74,5.79,5.71,5.79
5.74,5.77,5.74,5.71,5.77
5.74,5.71,5.77,5.77,5.74
5.74,5.77,5.71,5.74,5.77
5.77,5.79,5.77,5.77,5.71
5.74,5.74,5.77,5.77,5.77
5.74,5.77,5.74,5.74,5.77
5.77,5.71,5.77,5.74,5.77
5.77,5.71,5.77,5.74,5.77
5.74,5.77,5.74,5.68,5.74
5.74,5.74,5.77,5.71,5.77
5.74,5.74,5.77,5.77,5.74
5.79,5.77,5.74,5.77,5.77
5.71,5.77,5.74,5.77,5.74
5.74,5.74,5.77,5.71,5.71
5.71,5.74,5.77,5.74,5.74
5.77,5.77,5.74,5.74,5.74
5.79,5.74,5.77,5.71,5.74
5.74,5.74,5.74,5.74,5.77
5.77,5.77,5.74,5.74,5.77
5.74,5.74,5.74,5.68,5.74
5.71,5.74,5.74,5.77,5.74
5.74,5.74,5.74,5.71,5.77
5.77,5.74,5.74,5.77,5.77
5.77,5.79,5.71,5.77,5.74
5.77,5.74,5.79,5.71,5.74
5.74,5.74,5.77,5.74,5.74
5.74,5.74,5.71,5.74,5.77
5.74,5.74,5.77,5.77,5.77
5.71,5.77,5.74,5.77,5.74
5.74,5.77,5.77,5.74,5.79
5.74,5.77,5.74,5.74,5.77
5.71,5.77,5.74,5.74,5.71
5.74,5.71,5.77,5.79,5.77
5.74,5.74,5.71,5.74,5.71
5.77,5.74,5.74,5.71,5.71
5.74,5.77,5.74,5.71,5.71
5.74,5.74,5.77,5.79,5.74
5.77,5.71,5.74,5.74,5.77
5.77,5.71,5.77,5.74,5.79
5.71,5.74,5.77,5.71,5.74
5.77,5.77,5.74,5.77,5.79
5.77,5.77,5.74,5.77,5.77
5.77,5.79,5.68,5.71,5.71
5.79,5.77,5.74,5.74,5.71
5.74,5.77,5.68,5.77,5.77
5.74,5.77,5.74,5.74,5.74
5.74,5.74,5.74,5.71,5.74
5.71,5.77,5.71,5.77,5.74
5.77,5.74,5.74,5.74,5.68
5.77,5.74,5.74,5.77,5.77
5.74,5.77,5.74,5.74,5.79
5.74,5.77,5.74,5.77,5.77
5.77,5.71,5.74,5.74,5.74
5.71,5.71,5.77,5.77,5.71
5.74,5.77,5.74,5.71,5.71
5.74,5.77,5.77,5.77,5.74
5.77,5.77,5.77,5.74,5.77
5.77,5.74,5.71,5.77,5.71
5.77,5.74,5.74,5.74,5.68
5.79,5.77,5.77,5.77,5.77
5.77,5.77,5.77,5.74,5.74
5.79,5.71,5.77,5.74,5.74
5.79,5.74,5.74,5.74,5.71
5.74,5.74,5.74,5.74,5.74
5.71,5.71,5.71,5.77,5.71
5.74,5.79,5.71,5.74,5.74
5.71,5.77,5.79,5.74,5.77
5.71,5.77,5.77,5.71,5.74
5.74,5.74,5.71,5.77,5.71
5.74,5.77,5.77,5.74,5.79
5.79,5.74,5.74,5.74,5.77
5.77,5.74,5.74,5.74,5.74
5.71,5.77,5.71,5.71,5.77
5.74,5.77,5.71,5.77,5.74
5.77,5.71,5.71,5.74,5.77
5.74,5.74,5.74,5.71,5.74
5.74,5.77,5.77,5.77,5.74
5.77,5.77,5.74,5.71,5.71
5.74,5.71,5.77,5.74,5.74
5.77,5.77,5.77,5.79,5.77
5.77,5.74,5.74,5.74,5.71
5.77,5.77,5.79,5.71,5.74
5.77,5.79,5.71,5.74,5.74
5.74,5.77,5.79,5.74,5.74
5.79,5.71,5.71,5.77,5.74
5.79,5.77,5.77,5.71,5.77
5.74,5.71,5.74,5.74,5.74
5.77,5.74,5.74,5.77,5.74
5.71,5.79,5.74,5.77,5.71
5.74,5.77,5.71,5.77,5.71
5.71,5.79,5.71,5.77,5.74
5.74,5.71,5.77,5.74,5.74
5.74,5.74,5.77,5.77,5.74
5.74,5.77,5.77,5.74,5.71
5.71,5.77,5.77,5.77,5.79
5.77,5.82,5.77,5.71,5.71
5.71,5.71,5.74,5.79,5.74
5.77,5.74,5.77,5.71,5.77
5.77,5.77,5.71,5.74,5.74
5.77,5.71,5.71,5.79,5.74
5.77,5.77,5.71,5.74,5.77
5.74,5.77,5.77,5.79,5.77
5.77,5.77,5.77,5.74,5.77
5.77,5.77,5.74,5.74,5.71
5.74,5.74,5.77,5.74,5.74
5.77,5.77,5.71,5.74,5.77
5.77,5.71,5.74,5.71,5.77
5.77,5.77,5.71,5.74,5.77
5.77,5.77,5.74,5.71,5.79
5.74,5.74,5.74,5.71,5.77
5.74,5.77,5.77,5.71,5.74
5.74,5.77,5.77,5.74,5.74
5.77,5.74,5.77,5.74,5.68
5.74,5.74,5.74,5.77,5.71
5.79,5.74,5.79,5.77,5.74
5.74,5.77,5.74,5.74,5.77
5.74,5.77,5.79,5.74,5.77
5.79,5.74,5.79,5.74,5.77
5.77,5.74,5.77,5.74,5.74
5.71,5.71,5.77,5.71,5.77
5.74,5.74,5.74,5.74,5.77
5.77,5.77,5.74,5.77,5.77
5.77,5.74,5.79,5.77,5.74
5.71,5.77,5.74,5.71,5.71
5.74,5.77,5.77,5.74,5.79
5.74,5.71,5.74,5.74,5.77
5.74,5.71,5.74,5.77,5.77
5.71,5.74,5.71,5.74,5.74
5.74,5.77,5.74,5.77,5.77
5.77,5.77,5.77,5.74,5.74
5.77,5.79,5.77,5.71,5.71
5.79,5.77,5.74,5.77,5.71
5.71,5.71,5.71,5.77,5.77
5.74,5.74,5.71,5.71,5.77
5.74,5.77,5.79,5.74,5.77
5.77,5.71,5.74,5.77,5.74
5.74,5.77,5.79,5.74,5.74
5.74,5.71,5.77,5.71,5.71
5.74,5.71,5.74,5.79,5.71
5.71,5.74,5.77,5.77,5.77
5.74,5.71,5.77,5.77,5.74
5.71,5.74,5.77,5.74,5.77
5.74,5.74,5.74,5.74,5.74
5.71,5.74,5.74,5.77,5.74
5.74,5.74,5.71,5.71,5.74
5.74,5.77,5.74,5.74,5.77
5.74,5.77,5.71,5.74,5.74
5.77,5.77,5.74,5.74,5.74
5.74,5.77,5.71,5.77,5.71
5.71,5.77,5.71,5.77,5.79
5.77,5.77,5.71,5.77,5.74
5.71,5.79,5.71,5.74,5.77
5.74,5.79,5.71,5.74,5.74
5.74,5.79,5.74,5.71,5.77
5.77,5.74,5.77,5.77,5.77
5.74,5.74,5.77,5.74,5.77
5.79,5.74,5.74,5.74,5.74
5.77,5.77,5.74,5.77,5.68
5.74,5.71,5.74,5.74,5.79
5.74,5.71,5.71,5.74,5.74
5.74,5.77,5.77,5.71,5.77
5.77,5.79,5.74,5.71,5.74
5.71,5.71,5.71,5.74,5.74
5.74,5.79,5.77,5.71,5.71
5.77,5.77,5.77,5.74,5.74
5.71,5.74,5.71,5.71,5.77
5.77,5.77,5.77,5.79,5.77
5.77,5.74,5.74,5.77,5.74
5.77,5.77,5.77,5.74,5.71
5.71,5.82,5.74,5.74,5.74
5.77,5.71,5.77,5.71,5.77
5.77,5.77,5.74,5.77,5.79
5.77,5.77,5.79,5.79,5.77
5.74,5.74,5.77,5.74,5.82
5.71,5.74,5.77,5.74,5.74
5.74,5.77,5.77,5.68,5.71
5.77,5.77,5.74,5.71,5.77
5.77,5.71,5.77,5.71,5.79
5.74,5.77,5.74,5.71,5.71
5.74,5.77,5.77,5.79,5.71
5.71,5.74,5.74,5.77,5.77
5.77,5.74,5.74,5.77,5.71
5.71,5.74,5.74,5.71,5.77
5.74,5.77,5.77,5.74,5.77
5.77,5.71,5.74,5.74,5.71
5.77,5.74,5.74,5.71,5.74
5.74,5.77,5.71,5.77,5.79
5.79,5.74,5.77,5.74,5.74
5.74,5.74,5.77,5.74,5.74
5.74,5.74,5.77,5.74,5.77
5.77,5.77,5.74,5.77,5.71
5.74,5.77,5.68,5.77,5.71
5.77,5.77,5.74,5.77,5.77
5.74,5.77,5.71,5.68,5.71
5.74,5.74,5.74,5.74,5.74
5.74,5.79,5.79,5.74,5.77
5.74,5.74,5.77,5.74,5.77
5.74,5.77,5.77,5.74,5.74
5.77,5.77,5.77,5.77,5.79
5.74,5.74,5.77,5.74,5.77
5.77,5.71,5.77,5.74,5.74
5.74,5.74,5.74,5.71,5.71
5.74,5.74,5.77,5.74,5.77
5.77,5.77,5.74,5.74,5.71
